company_name,domain,playbook
UNIVITY,univity.global,Luft- & Raumfahrt / Defense
Aerea Spa,aerea.it,Luft- & Raumfahrt / Defense
Mach Aero - Groupe MinebeaMitsumi,machaero.com,Luft- & Raumfahrt / Defense
Nimbus,nimbus.aero,Luft- & Raumfahrt / Defense
CoMeAr,comear-it.com,Luft- & Raumfahrt / Defense
MYC Aeronautica,myc-aeronautica.com,Luft- & Raumfahrt / Defense
Logic S.p.A. Sistemi Avionici,logic-spa.com,Luft- & Raumfahrt / Defense
DigiSky,digisky.it,Luft- & Raumfahrt / Defense
MECAHERS GROUP,mecahers.fr,Luft- & Raumfahrt / Defense
PoliTo Rocket Team,politorocketteam.it,Luft- & Raumfahrt / Defense
Bridgestone Aircraft Tire (Europe) S.A.,bridgestone.aero,Luft- & Raumfahrt / Defense
EGILE,egile.es,Luft- & Raumfahrt / Defense
BiSKY Team,biskyteam.com,Luft- & Raumfahrt / Defense
Amphenol SEFEE,sefee.fr,Luft- & Raumfahrt / Defense
blacks srl,blacks-composites.it,Luft- & Raumfahrt / Defense
INVENTIA kinetics,inventiakinetics.com,Luft- & Raumfahrt / Defense
Aero Sekur,sekur.aero,Luft- & Raumfahrt / Defense
RESQTEC,resqtec.com,Luft- & Raumfahrt / Defense
Aeroworks,aeroworks.nl,Luft- & Raumfahrt / Defense
Issoire Aviation,issoire-aviation.fr,Luft- & Raumfahrt / Defense
CTT Systems AB,ctt.se,Luft- & Raumfahrt / Defense
VRR,vrr.aero,Luft- & Raumfahrt / Defense
SOLCERA,solcera.com,Luft- & Raumfahrt / Defense
ELIGIO RE FRASCHINI S.P.A.,refraschini.it,Luft- & Raumfahrt / Defense
"Mecanizaciones Aeronáuticas, S.A.",masa.aero,Luft- & Raumfahrt / Defense
ENVOI,envoi-ess.org,Luft- & Raumfahrt / Defense
SECAN,secan.aero,Luft- & Raumfahrt / Defense
Multicut A/S,multicut.dk,Luft- & Raumfahrt / Defense
PAROT,by-parot.com,Luft- & Raumfahrt / Defense
TURBOMECANICA,turbomecanica.ro,Luft- & Raumfahrt / Defense
Franke Industrie AG,frankeindustries.com,Luft- & Raumfahrt / Defense
NOVINTEC,novintec.com,Luft- & Raumfahrt / Defense
INVENT GmbH,invent-gmbh.de,Luft- & Raumfahrt / Defense
CMD - Costruzioni Motori Diesel,cmdengine.com,Luft- & Raumfahrt / Defense
SOMEPIC,somepic-technologie.com,Luft- & Raumfahrt / Defense
NTGS,ntgs.es,Luft- & Raumfahrt / Defense
DA-Group,da-group.fi,Luft- & Raumfahrt / Defense
FREYSSINET AERO,freyssinet-aero.com,Luft- & Raumfahrt / Defense
Inaer Helicopteros SAU,inaer.com,Luft- & Raumfahrt / Defense
AIRE,aire.es,Luft- & Raumfahrt / Defense
EUROSAM GIE,eurosam.com,Luft- & Raumfahrt / Defense
Grupo CPS,grupo-cps.com,Luft- & Raumfahrt / Defense
Boston Group A/S,boston.dk,Luft- & Raumfahrt / Defense
BOA Group,boagroup.com,Luft- & Raumfahrt / Defense
MECELEC,mecelec.fr,Luft- & Raumfahrt / Defense
ASP Equipment GmbH,asp-equipment.de,Luft- & Raumfahrt / Defense
Engi-Com (Engineering Community S.L.) is now Quest Global,engi-com.com,Luft- & Raumfahrt / Defense
FuVeX,fuvex.com,Luft- & Raumfahrt / Defense
ENGITECH SRL,engitechsrl.it,Luft- & Raumfahrt / Defense
Oxytronic,oxytronic.fr,Luft- & Raumfahrt / Defense
TEMIS S.r.l.,temissrl.com,Luft- & Raumfahrt / Defense
C3S Electronics Development LLC,c3s.hu,Luft- & Raumfahrt / Defense
Sauter Bachmann,sauterbachmann.ch,Luft- & Raumfahrt / Defense
Aerospatiale,aerospatiale.fr,Luft- & Raumfahrt / Defense
LEEM,leemupm.com,Luft- & Raumfahrt / Defense
BlueSpace TECHNOLOGY,bstech.ro,Luft- & Raumfahrt / Defense
BOREAL,boreal-uas.com,Luft- & Raumfahrt / Defense
Wojskowe Zakłady Elektroniczne S.A.,wze.com.pl,Luft- & Raumfahrt / Defense
BLU ELECTRONIC Srl,bluelectronic.com,Luft- & Raumfahrt / Defense
Mecapole,mecapole.fr,Luft- & Raumfahrt / Defense
Adler Group,adlergroup.it,Luft- & Raumfahrt / Defense
Airworks SRL,air-works.eu,Luft- & Raumfahrt / Defense
Austro Engine GmbH,austroengine.at,Luft- & Raumfahrt / Defense
ACH,ach-aeronefs.fr,Luft- & Raumfahrt / Defense
FAIA,faiagroup.it,Luft- & Raumfahrt / Defense
OMPM GROUP,ompm.it,Luft- & Raumfahrt / Defense
ECAPS,ecaps.se,Luft- & Raumfahrt / Defense
Vitalo Group,vitalo.net,Luft- & Raumfahrt / Defense
WEC,wallair.es,Luft- & Raumfahrt / Defense
CENTRAIR Composites,centrair.eu,Luft- & Raumfahrt / Defense
SCT Ceramics,sct-ceramics.com,Luft- & Raumfahrt / Defense
ERA ELECTRONIC SYSTEMS S.R.L.,eraes.it,Luft- & Raumfahrt / Defense
Danielson Engineering,danielson-groupe.fr,Luft- & Raumfahrt / Defense
Groupe Stratiforme-Compreforme -Technoforme,stratiforme.fr,Luft- & Raumfahrt / Defense
Carbopress S.p.A.,carbopress.com,Luft- & Raumfahrt / Defense
Instytut Techniczny Wojsk Lotniczych,itwl.pl,Luft- & Raumfahrt / Defense
Groupe MCSA,mcsa.fr,Luft- & Raumfahrt / Defense
Rexiaa Group,rexiaa-group.com,Luft- & Raumfahrt / Defense
European Air Transport Command,eatc-mil.com,Luft- & Raumfahrt / Defense
SIER,sierbla.com,Luft- & Raumfahrt / Defense
Compositec,compositec.eu,Luft- & Raumfahrt / Defense
L.P.P. holding a.s.,lpp-holding.com,Luft- & Raumfahrt / Defense
PROCIDEC & MAGMET,procidec.fr,Luft- & Raumfahrt / Defense
IN SITU,truccoshop.com,Luft- & Raumfahrt / Defense
Groupe SUMPAR,sumpar.com,Luft- & Raumfahrt / Defense
Epsilon Composite,epsilon-composite.com,Luft- & Raumfahrt / Defense
Jean Gallay SA,jean-gallay.ch,Luft- & Raumfahrt / Defense
Alta Ares,altaares.com,Luft- & Raumfahrt / Defense
Mécanique Aéronautique Pyrénéenne (MAP),map-sa.com,Luft- & Raumfahrt / Defense
Pyroalliance,pyroalliance.com,Luft- & Raumfahrt / Defense
BT2i Group,bt2igroup.com,Luft- & Raumfahrt / Defense
UMI AERO,umi.aero,Luft- & Raumfahrt / Defense
Beyond Vision,beyond-vision.com,Luft- & Raumfahrt / Defense
ALKAN / ARESIA,alkan.fr,Luft- & Raumfahrt / Defense
Aciturri Aeroengines,aciturriaeroengines.com,Luft- & Raumfahrt / Defense
Groupe ROSSI AERO,rossi-aero.com,Luft- & Raumfahrt / Defense
KP Labs,kplabs.space,Luft- & Raumfahrt / Defense
Elettronica Aster SpA,elaster.it,Luft- & Raumfahrt / Defense
Wojskowe Zakłady Lotnicze Nr 2 S.A.,wzl2.mil.pl,Luft- & Raumfahrt / Defense
Nexus Projectes,nexusprojectes.com,Luft- & Raumfahrt / Defense
UMS SKELDAR,umsskeldar.aero,Luft- & Raumfahrt / Defense
MECANO ID,mecano-id.fr,Luft- & Raumfahrt / Defense
F/LIST,f-list.at,Luft- & Raumfahrt / Defense
AIKO - Infinite ways to autonomy,aikospace.com,Luft- & Raumfahrt / Defense
AMOS,amos.be,Luft- & Raumfahrt / Defense
GUINAULT,guinault.com,Luft- & Raumfahrt / Defense
Fotokite,fotokite.com,Luft- & Raumfahrt / Defense
ATLANTIC AIR INDUSTRIES,airindustriesgroup.com,Luft- & Raumfahrt / Defense
Tulip Tech,tulip.tech,Luft- & Raumfahrt / Defense
Frontgrade Gaisler,gaisler.com,Luft- & Raumfahrt / Defense
Kayser Space,kayser.it,Luft- & Raumfahrt / Defense
CITD Engineering & Technologies,citd.eu,Luft- & Raumfahrt / Defense
YCOM,ycom.it,Luft- & Raumfahrt / Defense
"CIMA S.p.A, a Coesia company",cimaingranaggi.it,Luft- & Raumfahrt / Defense
DeltaQuad,deltaquad.com,Luft- & Raumfahrt / Defense
Titan Firefighting Company,titanfirefighting.com,Luft- & Raumfahrt / Defense
CENTUM Digital,centum.com,Luft- & Raumfahrt / Defense
AVANTIS,avantis-group.com,Luft- & Raumfahrt / Defense
SOVAM,sovam.fr,Luft- & Raumfahrt / Defense
AUXITROL WESTON,auxitrolweston.com,Luft- & Raumfahrt / Defense
TESI  Aeronautics,aeronet.it,Luft- & Raumfahrt / Defense
EQUIP'AERO - DOMUSA GROUP COMPANY,equipaero.com,Luft- & Raumfahrt / Defense
AHG  Ateliers de la Haute Garonne,ahg.fr,Luft- & Raumfahrt / Defense
Ecor International,ecor-international.com,Luft- & Raumfahrt / Defense
Poggipolini S.p.A.,poggipolini.it,Luft- & Raumfahrt / Defense
FIDAMC,fidamc.es,Luft- & Raumfahrt / Defense
Vestergaard Company A/S,vestergaardcompany.com,Luft- & Raumfahrt / Defense
T4i Technology for Propulsion and Innovation,t4innovation.com,Luft- & Raumfahrt / Defense
LOM PRAHA s.p.,lompraha.cz,Luft- & Raumfahrt / Defense
Incompol,incompol.pt,Luft- & Raumfahrt / Defense
InCom Group,incomgroup.es,Luft- & Raumfahrt / Defense
Plyform Composites Srl,plyform.it,Luft- & Raumfahrt / Defense
Indraero Siren,indraerosiren.com,Luft- & Raumfahrt / Defense
ASE S.p.A.,ase-spa.com,Luft- & Raumfahrt / Defense
SimAir,simair.com,Luft- & Raumfahrt / Defense
Cobra Aeronautics,cobra-aeronautics.com,Luft- & Raumfahrt / Defense
"Ray Service, a.s.",rayservice.com,Luft- & Raumfahrt / Defense
Evektor,evektor.com,Luft- & Raumfahrt / Defense
ARTS Aero,arts.aero,Luft- & Raumfahrt / Defense
SuperJet International,superjetinternational.com,Luft- & Raumfahrt / Defense
Optimares,optimares.com,Luft- & Raumfahrt / Defense
3D PLUS,3d-plus.com,Luft- & Raumfahrt / Defense
NAWAH,nawah.fr,Luft- & Raumfahrt / Defense
EREMS,erems.fr,Luft- & Raumfahrt / Defense
NIMROD Industries,nimrod-group.com,Luft- & Raumfahrt / Defense
AERTEC Group,groupe-aertec.com,Luft- & Raumfahrt / Defense
SOFEMA,sofemagroup.com,Luft- & Raumfahrt / Defense
RO-RA Aviation Systems GmbH,ro-ra.com,Luft- & Raumfahrt / Defense
Aerosviluppi Srl,aerosviluppi.it,Luft- & Raumfahrt / Defense
Akira Technologies,akira.pro,Luft- & Raumfahrt / Defense
ATELIERS BIGATA,bigata.net,Luft- & Raumfahrt / Defense
ImaginAir,imaginair.aero,Luft- & Raumfahrt / Defense
Phantum,phantum.eu,Luft- & Raumfahrt / Defense
HELICOPTERES GUIMBAL,guimbal.com,Luft- & Raumfahrt / Defense
Aviorec Composites,aviorec.com,Luft- & Raumfahrt / Defense
Midsummer,midsummer.se,Luft- & Raumfahrt / Defense
Antwerp Space,antwerpspace.be,Luft- & Raumfahrt / Defense
ATLA - Gas Turbine Services,atla.it,Luft- & Raumfahrt / Defense
AEROSERV PUERTO REAL,aeroserv.es,Luft- & Raumfahrt / Defense
STRADE,strade.aero,Luft- & Raumfahrt / Defense
Aquitaine Electronique SARL,aece-group.com,Luft- & Raumfahrt / Defense
CAILLAU,caillau.com,Luft- & Raumfahrt / Defense
Scanway S.A.,scanway.pl,Luft- & Raumfahrt / Defense
Summa Defence Plc,summadefence.fi,Luft- & Raumfahrt / Defense
Lamiflex,lamiflex.it,Luft- & Raumfahrt / Defense
Wojskowe Zakłady Lotnicze Nr 1 S.A.,wzl1.mil.pl,Luft- & Raumfahrt / Defense
Space Engineering S.p.A.,space.it,Luft- & Raumfahrt / Defense
Astronika sp. z o.o.,astronika.pl,Luft- & Raumfahrt / Defense
Do iT Platinium,doit-platinium.com,Luft- & Raumfahrt / Defense
Composites Busch SA,compositesbusch.ch,Luft- & Raumfahrt / Defense
Watt & Well,wattandwell.com,Luft- & Raumfahrt / Defense
DAS Photonics,dasphotonics.com,Luft- & Raumfahrt / Defense
ALCEN,alcen.com,Luft- & Raumfahrt / Defense
FREGATE AERO SUD,fregate-aero-sud.com,Luft- & Raumfahrt / Defense
euro advanced carbon fiber composites GmbH,eacc.de,Luft- & Raumfahrt / Defense
U-Space,u-space.fr,Luft- & Raumfahrt / Defense
Airbus Netherlands B.V.,airbusdefenceandspacenetherlands.nl,Luft- & Raumfahrt / Defense
HyPrSpace,hypr-space.com,Luft- & Raumfahrt / Defense
Alén Space,alen.space,Luft- & Raumfahrt / Defense
Caetano Aeronautic,caetanoaeronautic.pt,Luft- & Raumfahrt / Defense
Leki Aviation,lekiaviation.com,Luft- & Raumfahrt / Defense
Roxel,roxelgroup.com,Luft- & Raumfahrt / Defense
INESPASA,inespasa.com,Luft- & Raumfahrt / Defense
GEVEN SpA,geven.com,Luft- & Raumfahrt / Defense
TPS Group,tps-group.it,Luft- & Raumfahrt / Defense
Airplane Painter,airplane.aero,Luft- & Raumfahrt / Defense
HORYZN,horyzn.org,Luft- & Raumfahrt / Defense
Linetech,aviaprime.eu,Luft- & Raumfahrt / Defense
Orbital Critical Systems (Grupo CAF),orbitalcs.com,Luft- & Raumfahrt / Defense
DHV Technology,dhvtechnology.com,Luft- & Raumfahrt / Defense
Romaero SA Bucharest,romaero.com,Luft- & Raumfahrt / Defense
ARQUIMEA,arquimea.com,Luft- & Raumfahrt / Defense
4iG Space and Defence Technologies,4igsdt.hu,Luft- & Raumfahrt / Defense
SWISSto12,swissto12.com,Luft- & Raumfahrt / Defense
DRONE VOLT,dronevolt.com,Luft- & Raumfahrt / Defense
Dark,dark-space.co,Luft- & Raumfahrt / Defense
Airtificial Infrastructures,airtificial.com,Luft- & Raumfahrt / Defense
Aerosoft,aerosoft.it,Luft- & Raumfahrt / Defense
Pietro Rosa TBM,pietrorosatbm.it,Luft- & Raumfahrt / Defense
Officina Stellare S.p.A,officinastellare.com,Luft- & Raumfahrt / Defense
ThrustMe,thrustme.fr,Luft- & Raumfahrt / Defense
Civitanavi Systems,civitanavi.com,Luft- & Raumfahrt / Defense
Aeronamic,aeronamic.com,Luft- & Raumfahrt / Defense
Comat,comat.space,Luft- & Raumfahrt / Defense
Exotrail,exotrail.com,Luft- & Raumfahrt / Defense
UAV Navigation-Grupo Oesía,uavnavigation.com,Luft- & Raumfahrt / Defense
HP Composites S.p.A,hpcomposites.it,Luft- & Raumfahrt / Defense
TDA. (Touchdown Aviation),tda.aero,Luft- & Raumfahrt / Defense
"INTEGRACIÓN TECNOLÓGICA EMPRESARIAL, S.L.",ite-es.com,Luft- & Raumfahrt / Defense
UUDS AERO,uuds.com,Luft- & Raumfahrt / Defense
ARIS,aris-space.ch,Luft- & Raumfahrt / Defense
Sateliot,sateliot.space,Luft- & Raumfahrt / Defense
OMI - Officine Meccaniche Irpine,omi.aero,Luft- & Raumfahrt / Defense
AeroDelft,aerodelft.nl,Luft- & Raumfahrt / Defense
Space Inventor,space-inventor.com,Luft- & Raumfahrt / Defense
DUQUEINE Group,duqueine.fr,Luft- & Raumfahrt / Defense
ERC System,erc-system.com,Luft- & Raumfahrt / Defense
Aviointeriors,aviointeriors.it,Luft- & Raumfahrt / Defense
Creotech Instruments S.A.,creotech.pl,Luft- & Raumfahrt / Defense
Aerotec & Concept,aerotec.fr,Luft- & Raumfahrt / Defense
Pratt & Whitney AeroPower Rzeszów,pwaeropower.com,Luft- & Raumfahrt / Defense
EME Aero,eme-aero.com,Luft- & Raumfahrt / Defense
Infinite Orbits,infiniteorbits.io,Luft- & Raumfahrt / Defense
Praga,pragaglobal.com,Luft- & Raumfahrt / Defense
AAC Clyde Space,aac-clyde.space,Luft- & Raumfahrt / Defense
SATLANTIS,satlantis.com,Luft- & Raumfahrt / Defense
Envirotainer,envirotainer.com,Luft- & Raumfahrt / Defense
Embention,embention.com,Luft- & Raumfahrt / Defense
DEMA spa,demaspa.it,Luft- & Raumfahrt / Defense
RECAERO SAS,recaero.fr,Luft- & Raumfahrt / Defense
H2FLY,h2fly.de,Luft- & Raumfahrt / Defense
PAL-V,pal-v.com,Luft- & Raumfahrt / Defense
EHP (Euro Heat Pipes),ehp.space,Luft- & Raumfahrt / Defense
ANAVIA,anavia.eu,Luft- & Raumfahrt / Defense
Skyward Experimental Rocketry,skywarder.eu,Luft- & Raumfahrt / Defense
Airborne,airborne.com,Luft- & Raumfahrt / Defense
VANGEST,vangest.com,Luft- & Raumfahrt / Defense
Advanced Composites Solutions Srl,acs-carbon.com,Luft- & Raumfahrt / Defense
Aistech Space,aistechspace.com,Luft- & Raumfahrt / Defense
Altec SPA,altecspace.it,Luft- & Raumfahrt / Defense
CNIM,cnim.com,Luft- & Raumfahrt / Defense
Anywaves,anywaves.com,Luft- & Raumfahrt / Defense
Bradford Space,bradford-space.com,Luft- & Raumfahrt / Defense
A.Abete srl,abete.net,Luft- & Raumfahrt / Defense
Toray Carbon Fibers Europe,toray-cfe.com,Luft- & Raumfahrt / Defense
Sodern,sodern.com,Luft- & Raumfahrt / Defense
Northrop Grumman Italia,northropgrumman.it,Luft- & Raumfahrt / Defense
Tyvak International,tyvak.eu,Luft- & Raumfahrt / Defense
FREGATE AERO,fregate-aero.com,Luft- & Raumfahrt / Defense
ISISPACE Group,isispace.nl,Luft- & Raumfahrt / Defense
Multiplast - Groupe Carboman,multiplast.eu,Luft- & Raumfahrt / Defense
Tonner Drones,tonnerdrones.com,Luft- & Raumfahrt / Defense
Manta Group,mantagroup.it,Luft- & Raumfahrt / Defense
JCB Aero (France),jcbaero.com,Luft- & Raumfahrt / Defense
Soditech,soditech.com,Luft- & Raumfahrt / Defense
OMNIPOL Group,omnipol.cz,Luft- & Raumfahrt / Defense
Azur Drones,azurdrones.com,Luft- & Raumfahrt / Defense
LACROIX Defense,lacroix-defense.com,Luft- & Raumfahrt / Defense
Avy,avy.eu,Luft- & Raumfahrt / Defense
Coriolis Composites,coriolis-composites.com,Luft- & Raumfahrt / Defense
ADELTE Group,adelte.com,Luft- & Raumfahrt / Defense
Sky-Watch A/S,sky-watch.com,Luft- & Raumfahrt / Defense
Mecanizados y Montajes Aeronáuticos,mymgroup.es,Luft- & Raumfahrt / Defense
AVIOBOOK,aviobook.aero,Luft- & Raumfahrt / Defense
AELS,aels.nl,Luft- & Raumfahrt / Defense
Bercella,bercella.it,Luft- & Raumfahrt / Defense
Eclipse Global Connectivity,eclipseglobalconnectivity.com,Luft- & Raumfahrt / Defense
HIL Heeresinstandsetzungslogistik GmbH,hilgmbh.de,Luft- & Raumfahrt / Defense
CBS - Advanced Composites,cbscompositi.com,Luft- & Raumfahrt / Defense
GIFAS - Groupement des Industries Françaises Aéronautiques et Spatiales,gifas.fr,Luft- & Raumfahrt / Defense
Dufour Aerospace,dufour.aero,Luft- & Raumfahrt / Defense
Aercal Aerospace,ae-group.aero,Luft- & Raumfahrt / Defense
ARIANESPACE,arianespace.com,Luft- & Raumfahrt / Defense
Dallara,dallara.it,Luft- & Raumfahrt / Defense
Destinus,destinus.com,Luft- & Raumfahrt / Defense
Parrot,parrot.com,Luft- & Raumfahrt / Defense
BMT Aerospace,bmtaerospace.com,Luft- & Raumfahrt / Defense
